Price,Open,High,Low,Close,Volume,Last
Ticker,IBKR,IBKR,IBKR,IBKR,IBKR,
Date,,,,,,
2015-03-16,31.60916496721791,31.86970448112351,31.45097772692904,31.758045196533203,412400,31.758045196533203
2015-03-17,31.692913633374637,32.05580900844321,31.516115902228897,31.981367111206055,333000,31.981367111206055
2015-03-18,31.944136388349236,32.13954096271645,31.60915508967198,31.730117797851562,275800,31.730117797851562
2015-03-19,31.637069014700568,31.832473589067785,31.32069818257022,31.730117797851562,261500,31.730117797851562
2015-03-20,31.88831126939367,32.13954729288477,31.599854305477763,31.860397338867188,804700,31.860397338867188
2015-03-23,31.841791378476533,32.148855306510725,31.832484367260033,31.897619247436523,272300,31.897619247436523
2015-03-24,31.879007919334335,31.953449808730188,31.441674242680005,31.47889518737793,236600,31.47889518737793
2015-03-25,31.47888812777819,31.609157855421387,30.70656967163086,30.70656967163086,441300,30.70656967163086
2015-03-26,30.669356293313943,31.571944699534754,30.343681893948048,31.51611328125,398200,31.51611328125
2015-03-27,31.516107441140296,31.59054931839214,31.283481899104395,31.48819351196289,233800,31.48819351196289
2015-03-30,31.59054281720292,31.925524096730456,31.59054281720292,31.627763748168945,244000,31.627763748168945
2015-03-31,31.534724844509537,31.860402804722387,31.37654114494304,31.655691146850586,276300,31.655691146850586
2015-04-01,31.664982006186705,32.037184226984564,31.39513912317087,32.01857376098633,488100,32.01857376098633
2015-04-02,32.03718725799621,32.38147203757748,31.795254726713527,31.832475662231445,414500,31.832475662231445
2015-04-06,31.534704273104985,31.9999551559766,31.38582413256937,31.609146118164062,310100,31.609146118164062
2015-04-07,31.51610873376399,31.832479625892034,31.38583899281436,31.404449462890625,279000,31.404449462890625
2015-04-08,31.40443928313157,31.59054037398526,31.03223710142419,31.320693969726562,447600,31.320693969726562
2015-04-09,31.23694498073025,31.376521669842564,30.99501607579591,31.348604202270508,393200,31.348604202270508
2015-04-10,31.423048634796846,31.59053925567768,31.190423166860462,31.255558013916016,447900,31.255558013916016
2015-04-13,31.26486784429076,31.450968966493946,31.05085279611138,31.08807373046875,266400,31.08807373046875
2015-04-14,30.97641629350865,31.36722547842799,30.566993090735384,30.80892562866211,491700,30.80892562866211
2015-04-15,30.939190839445363,30.939190839445363,30.604209558663896,30.650733947753906,398200,30.650733947753906
2015-04-16,30.65073830403687,30.911281309221064,30.48324763984127,30.7810115814209,405900,30.7810115814209
2015-04-17,30.63213126048128,30.697269681247636,29.98078254866032,30.22271156311035,487200,30.22271156311035
2015-04-20,30.28784474404029,30.715874887802798,30.28784474404029,30.604215621948242,230300,30.604215621948242
2015-04-21,30.632125686831674,30.771702413730573,30.03660494461911,30.14826774597168,674700,30.14826774597168
2015-04-22,30.77169428985296,32.53964913243345,30.734473365895276,32.176753997802734,1676000,32.176753997802734
2015-04-23,31.795269385088694,32.018591551569244,31.506815875800367,31.82318687438965,668300,31.82318687438965
2015-04-24,31.82316734648087,32.28841832069964,31.423051224686063,32.093013763427734,444000,32.093013763427734
2015-04-27,32.15815636220115,32.35356096654268,31.450972723273562,31.59054946899414,436800,31.59054946899414
2015-04-28,31.534723434264514,32.10233042419101,31.534723434264514,31.916229248046875,415800,31.916229248046875
2015-04-29,31.804558893551537,32.2139784989144,31.609154323918133,32.12092971801758,512300,32.12092971801758
2015-04-30,31.990665687170093,32.297729558337636,31.48819366207693,31.59054946899414,668500,31.59054946899414
2015-05-01,31.674285115186816,32.09301167464746,31.49748748475732,31.99065589904785,372000,31.99065589904785
2015-05-04,32.055810905510576,32.493144654112754,31.97206554095522,32.3349609375,285100,32.3349609375
2015-05-05,32.372170584039694,32.679234447126554,32.26981477981607,32.43730545043945,390900,32.43730545043945
2015-05-06,32.50243122746286,32.50243122746286,31.59984326035692,31.99065589904785,345900,31.99065589904785
2015-05-07,31.916219734437686,32.44660562112062,31.86969534166585,32.24189758300781,199100,32.24189758300781
2015-05-08,32.42799523447844,32.56757196272357,32.04648953346988,32.195369720458984,284800,32.195369720458984
2015-05-11,32.19538308250746,32.5396715418465,32.16746914510677,32.26982498168945,310100,32.26982498168945
2015-05-12,32.24190123714631,32.81881158198525,31.804564086441406,32.595489501953125,438000,32.595489501953125
2015-05-13,32.59548696798729,32.87464043372214,32.307033592784144,32.511741638183594,209600,32.511741638183594
2015-05-14,32.65131684409531,32.67923076952988,32.26981114829394,32.53965759277344,170100,32.53965759277344
2015-05-15,32.63270790336311,32.89324735182628,32.2791161164604,32.511741638183594,216900,32.511741638183594
2015-05-18,32.51175482853485,33.59113754526372,32.51175482853485,33.39573287963867,406300,33.39573287963867
2015-05-19,33.47015489471907,33.57251067292409,33.191001481584266,33.284053802490234,271800,33.284053802490234
2015-05-20,33.31197539782832,33.35849979420727,33.00491154206012,33.0328254699707,251400,33.0328254699707
2015-05-21,32.94909082633468,33.26546179376931,32.77229664290373,33.125885009765625,211700,33.125885009765625
2015-05-22,33.09795557846434,33.52598564297473,32.930464935902286,33.3212776184082,189300,33.3212776184082
2015-05-26,33.26544333830904,33.42362695947454,32.93046208221375,33.284053802490234,277700,33.284053802490234
2015-05-27,33.28406108389696,33.47016221683832,33.1072669598738,33.33058547973633,250200,33.33058547973633
2015-05-28,33.19062366436659,33.60118956139304,33.134635949513246,33.554534912109375,190900,33.554534912109375
2015-05-29,33.53587921105472,33.53587921105472,33.022670844749236,33.31193542480469,273500,33.31193542480469
2015-06-01,33.395905075211765,33.96510099468669,33.07864850826777,33.741153717041016,423400,33.741153717041016
2015-06-02,33.638515184369254,34.28236145603948,33.283933437617655,34.16105651855469,364800,34.16105651855469
2015-06-03,34.2543597978961,34.954190102694135,34.13305844125289,34.48763656616211,407800,34.48763656616211
2015-06-04,34.49697202039372,35.2807821584557,34.27302474115262,35.15947723388672,494700,35.15947723388672
2015-06-05,35.495391636773775,36.27920167025057,35.09415533633203,35.75666046142578,653000,35.75666046142578
2015-06-08,35.84996815392097,35.98060611999191,35.420739801106855,35.58869934082031,325000,35.58869934082031
2015-06-09,35.644681087634694,35.73799034543855,35.10347742571629,35.62601852416992,262000,35.62601852416992
2015-06-10,35.83129649592313,36.39115905761719,35.83129649592313,36.39115905761719,285400,36.39115905761719
2015-06-11,36.45648951770968,36.90438044212047,36.391172313703144,36.84839630126953,378700,36.84839630126953
2015-06-12,36.91370731560977,37.32427303759611,36.568455227157564,37.277618408203125,545500,37.277618408203125
2015-06-15,37.128344419779296,37.34295869532734,36.615136060032036,37.305633544921875,498900,37.305633544921875
2015-06-16,36.99768272698935,38.09874893704107,36.99768272698935,38.03342819213867,507400,38.03342819213867
2015-06-17,38.182737552927364,38.54665228075436,37.818826384621175,38.2480583190918,923100,38.2480583190918
2015-06-18,38.44403271050505,38.52801253443631,38.00547101225038,38.08945083618164,444400,38.08945083618164
2015-06-19,38.19207440720795,38.22006648154191,37.856155277115775,37.98678970336914,612200,37.98678970336914
2015-06-22,38.28538394210607,38.77993313550299,38.22006672855724,38.4346809387207,330300,38.4346809387207
2015-06-23,38.46268327197622,39.17184323953302,38.46268327197622,39.162513732910156,686200,39.162513732910156
2015-06-24,38.947888160516406,39.22781955159017,38.649290642580866,38.77059555053711,499000,38.77059555053711
2015-06-25,38.92923995302602,39.25582610315996,38.779942918747345,39.07853698730469,266000,39.07853698730469
2015-06-26,39.078537447799754,39.61973786861658,39.078537447799754,39.58241271972656,592600,39.58241271972656
2015-06-29,39.377114414528016,39.377114414528016,38.052100680692824,38.12675094604492,594800,38.12675094604492
2015-06-30,38.50932442903146,38.957215339928894,38.37869002495977,38.77992630004883,560000,38.77992630004883
2015-07-01,39.171837102818756,39.89965952912141,38.85458053451635,39.88100051879883,633200,39.88100051879883
2015-07-02,40.12361093738636,42.24176477913051,40.011639066320164,41.74721908569336,1577100,41.74721908569336
2015-07-06,41.33663686306623,42.475028472574735,41.07536805807235,42.28840637207031,1198900,42.28840637207031
2015-07-07,42.52169136742636,42.876273071308255,40.40353776823056,41.37397003173828,1279400,41.37397003173828
2015-07-08,40.85143994894173,41.07538728628538,38.910578449892874,39.05987548828125,1677300,39.05987548828125
2015-07-09,39.545074788308504,40.94473525757382,39.423769884306395,40.832759857177734,840800,40.832759857177734
2015-07-10,41.196683731215956,41.94316876893627,41.07537880023596,41.81253433227539,495800,41.81253433227539
2015-07-13,42.01780886125414,42.67098450098889,41.401958357394726,41.5325927734375,768300,41.5325927734375
2015-07-14,41.45796829025959,42.24177876630286,41.4486352215261,42.027164459228516,668300,42.027164459228516
2015-07-15,42.064460405913906,42.2977371289471,41.76586292567274,41.90583038330078,332700,41.90583038330078
2015-07-16,42.07380599717823,42.19511093620677,41.868521263364045,41.98982620239258,457800,41.98982620239258
2015-07-17,42.073804751203134,42.288418984961616,41.63524321814101,41.98049545288086,392600,41.98049545288086
2015-07-20,41.989824098660684,42.419052557384056,41.80320194631789,42.18577575683594,590600,42.18577575683594
2015-07-21,42.363067584915406,42.62433645743485,41.6632371967914,41.94316864013672,478300,41.94316864013672
2015-07-22,41.803200445516396,42.17644473680191,39.97431124916437,41.30865478515625,1278200,41.30865478515625
2015-07-23,40.543504248539044,41.05671244216184,40.34755261162288,40.842098236083984,882300,40.842098236083984
2015-07-24,40.52484732607423,40.66481483452936,39.069198764323005,39.358463287353516,875800,39.358463287353516
2015-07-27,39.003885960766986,39.190508140004745,38.15475842678109,38.57465744018555,939000,38.57465744018555
2015-07-28,38.54665070040632,39.04119626172424,38.09875977627526,38.919891357421875,589800,38.919891357421875
2015-07-29,38.817243782157846,38.901223541570786,38.18273083537563,38.490657806396484,629400,38.490657806396484
2015-07-30,38.49066288817571,38.61196779212544,38.052101468948685,38.210731506347656,664400,38.210731506347656
2015-07-31,37.98679018354246,38.285384178616304,37.36161011870697,37.46425247192383,1009900,37.46425247192383
2015-08-03,37.62287922456916,39.61039840960005,37.473582226039966,39.59173583984375,1365200,39.59173583984375
2015-08-04,39.75969271116053,41.48593936203012,39.75969271116053,41.09403610229492,872700,41.09403610229492
2015-08-05,41.1033719738937,41.46728321702545,40.272907124793754,40.403541564941406,518900,40.403541564941406
2015-08-06,40.38487589381867,40.730128098590804,39.39578460317759,40.06761932373047,422800,40.06761932373047
2015-08-07,39.94631773349157,40.1889240224187,39.40511388658461,39.88100051879883,461300,39.88100051879883
2015-08-10,40.16093277595572,40.66481149357035,40.03029834387518,40.12360763549805,406500,40.12360763549805
2015-08-11,39.517081970991526,39.86233414083774,38.93855659918569,39.33046340942383,507800,39.33046340942383
2015-08-12,39.15318052541368,39.15318052541368,37.94947128266774,38.87324905395508,536200,38.87324905395508
2015-08-13,38.994556594383084,39.171845707561964,38.66796688965733,39.02254867553711,281900,39.02254867553711
2015-08-14,38.84524119285271,39.39577440551338,38.67728166631079,39.36777877807617,254000,39.36777877807617
2015-08-17,39.11586151486444,40.011647347355655,38.611986211020906,39.992984771728516,545100,39.992984771728516
2015-08-18,39.96498873292944,39.96498873292944,39.0505404153091,39.54508972167969,340200,39.54508972167969
2015-08-19,39.43310215704472,39.43310215704472,38.79859264117926,39.069190979003906,369100,39.069190979003906
2015-08-20,39.15316407720992,39.15316407720992,37.501564462061154,37.52956008911133,697700,37.52956008911133
2015-08-21,37.23098111643877,37.50157951673767,36.07392654727023,36.241886138916016,952000,36.241886138916016
2015-08-24,34.496975592146185,35.3181073954991,33.218616118261515,34.4503173828125,1691700,34.4503173828125
2015-08-25,36.064604365822234,36.381861041198846,33.99310468780301,34.03042984008789,1149400,34.03042984008789
2015-08-26,35.075485360279146,35.73799034543855,34.161041107625316,35.62601852416992,879000,35.62601852416992
2015-08-27,36.07391723344483,37.202975872816054,35.710006065343435,37.14699172973633,1048700,37.14699172973633
2015-08-28,36.73540375007346,37.68957049833996,36.64185589133012,37.680213928222656,822000,37.680213928222656
2015-08-31,37.72697409014383,37.80180877780445,36.64184078694685,37.34343338012695,748400,37.34343338012695
2015-09-01,36.39863354920063,36.726042088195015,35.70639376441693,35.94025802612305,1101300,35.94025802612305
2015-09-02,35.940253622916316,36.538949057062794,34.293850992347245,35.40704345703125,1168700,35.40704345703125
2015-09-03,35.528642270028875,35.91217934441119,34.836406364306555,34.976722717285156,816600,34.976722717285156
2015-09-04,34.47159029745029,35.30415005576802,34.45288429702552,35.07028579711914,687000,35.07028579711914
2015-09-08,35.78122809911764,36.21153743681441,35.28543706083593,36.08057403564453,546000,36.08057403564453
2015-09-09,36.49217554300633,36.7353963583131,35.528655986984305,35.6222038269043,409400,35.6222038269043
2015-09-10,35.72509765625,36.00573758048726,35.53800913140498,35.72509765625,390800,35.72509765625
2015-09-11,35.51929338531094,35.91218350130935,35.19188138682801,35.88412094116211,330500,35.88412094116211
2015-09-14,35.94024321831854,35.94024321831854,35.36961765238785,35.65960693359375,351400,35.65960693359375
2015-09-15,35.697036560708874,36.305084996940444,35.5847827274839,36.26766586303711,310300,36.26766586303711
2015-09-16,36.27701480319043,37.04408911995474,35.781223824143524,36.88506317138672,629300,36.88506317138672
2015-09-17,36.75410182898392,37.680202145797146,36.277016819789985,36.52959060668945,850400,36.52959060668945
2015-09-18,35.930904707955385,36.47347150318722,35.79058472477877,36.22089767456055,961600,36.22089767456055
2015-09-21,36.43604883336239,37.184413677964024,36.43604883336239,36.94119644165039,433500,36.94119644165039
2015-09-22,36.436048761659244,36.754104266049666,36.155412391546534,36.464111328125,476700,36.464111328125
2015-09-23,36.48282522947261,37.165708452985506,36.23960796474307,36.9973258972168,539500,36.9973258972168
2015-09-24,36.66056365816124,37.09087665022305,36.407989804718135,37.081520080566406,730300,37.081520080566406
2015-09-25,37.53052912730827,38.25083135506265,37.27795534081116,38.00761413574219,883100,38.00761413574219
2015-09-28,37.63343634812263,37.857947608197094,35.472529297786856,35.69704055786133,932000,35.69704055786133
2015-09-29,35.809285219631846,35.9776677293812,35.26672213037187,35.678321838378906,683400,35.678321838378906
2015-09-30,35.987032160322485,36.96926130285957,35.89348431863759,36.922489166259766,665200,36.922489166259766
2015-10-01,36.94118855175152,38.12921548154498,36.38926892764586,38.03567123413086,908700,38.03567123413086
2015-10-02,37.07216066954061,37.12828580383331,35.435110974281,36.47346878051758,1671900,36.47346878051758
2015-10-05,36.688627996626224,37.85794935227101,36.688627996626224,37.726985931396484,901900,37.726985931396484
2015-10-06,37.72696748678726,37.73632048292611,36.36119809906595,36.595062255859375,811400,36.595062255859375
2015-10-07,36.866360348491426,36.97861418968469,36.426694415130356,36.87571334838867,647300,36.87571334838867
2015-10-08,36.82892771735888,37.39955685110742,36.66054523302377,37.37149429321289,586100,37.37149429321289
2015-10-09,37.57731731696141,37.57731731696141,36.127359243099704,36.43606185913086,504200,36.43606185913086
2015-10-12,36.43604938314448,37.30602464327249,35.80929136300001,36.567012786865234,419600,36.567012786865234
2015-10-13,36.52958907937304,36.64184290158449,35.519297542500674,35.55671310424805,472300,35.55671310424805
2015-10-14,35.43510315841787,35.43510315841787,34.34061689081251,34.65867233276367,831400,34.65867233276367
2015-10-15,35.00480689237033,36.155422394595554,34.80836173578985,36.01510238647461,559500,36.01510238647461
2015-10-16,36.23961062276463,36.913137326754324,35.92155505726076,36.83830261230469,713100,36.83830261230469
2015-10-19,36.57635870952904,37.5024624928477,36.51087702033811,37.240535736083984,660000,37.240535736083984
2015-10-20,37.51182232439232,38.26954373969401,37.146994684297646,38.0450325012207,986000,38.0450325012207
2015-10-21,37.390215470841156,38.2227715862169,35.22930862952356,35.89348220825195,1081100,35.89348220825195
2015-10-22,36.01509779739346,36.567017620664366,35.753170955327796,36.05251693725586,610000,36.05251693725586
2015-10-23,36.48282275166496,36.95055124848118,36.15541423128771,36.7728157043457,357700,36.7728157043457
2015-10-26,36.3705611492606,37.35279006924655,36.117987386666876,37.296661376953125,379200,37.296661376953125
2015-10-27,37.203130506702514,37.45570436014561,36.84765579795084,37.081520080566406,346900,37.081520080566406
2015-10-28,37.034743032882716,39.092749161035826,36.85700748628894,39.02726745605469,662100,39.02726745605469
2015-10-29,38.73727085291587,39.33596270980709,38.615660454333295,38.88694381713867,437000,38.88694381713867
2015-10-30,38.75599415229125,38.90566716954915,38.28826552729955,38.484710693359375,443200,38.484710693359375
2015-11-02,38.82146617717692,39.97207787902923,38.77469404005811,39.60725021362305,623400,39.60725021362305
2015-11-03,39.58853557444248,39.92530062814041,39.27983665420929,39.40144348144531,483100,39.40144348144531
2015-11-04,39.5978983442688,39.5978983442688,38.961787269530596,39.04597854614258,302900,39.04597854614258
2015-11-05,38.99920469026798,39.45758023324195,38.87759783821181,39.26113510131836,335000,39.26113510131836
2015-11-06,39.86917160255321,41.36590476576439,39.747564776315016,40.9730110168457,795000,40.9730110168457
2015-11-09,41.12267999937159,41.12267999937159,40.355605710196976,40.68301773071289,440000,40.68301773071289
2015-11-10,40.64559549277051,40.71107717816715,39.625947517828834,40.21528625488281,360800,40.21528625488281
2015-11-11,40.68303549018026,40.68303549018026,40.07498687842092,40.14046859741211,365200,40.14046859741211
2015-11-12,39.93464291199575,39.93464291199575,39.04596195355221,39.31724166870117,340700,39.31724166870117
2015-11-13,39.045976067819595,39.27048374554466,38.46599016864524,38.63437271118164,283900,38.63437271118164
2015-11-16,38.606315906053595,38.96179061207664,38.28826034139839,38.89630889892578,364300,38.89630889892578
2015-11-17,39.17693099829315,39.7101410781319,38.886938111448536,39.10209274291992,438400,39.10209274291992
2015-11-18,39.2704675227448,40.37430659293375,39.1582137302548,40.29011535644531,441000,40.29011535644531
2015-11-19,40.1591669960593,40.54270420135945,39.813048925053074,39.953365325927734,485600,39.953365325927734
2015-11-20,40.09368184156564,40.598829405564466,40.09368184156564,40.24335479736328,566200,40.24335479736328
2015-11-23,40.411751247983545,41.01979627928284,40.15917737892594,40.561424255371094,503800,40.561424255371094
2015-11-24,40.31819429121999,40.963661889339214,40.01884834398519,40.54270553588867,589500,40.54270553588867
2015-11-25,40.79528593008371,41.09463192561655,40.5707746491912,40.7672233581543,316000,40.7672233581543
2015-11-27,40.69220892429391,41.048497566761384,40.598445931518945,40.851600646972656,157300,40.851600646972656
2015-11-30,41.00161149591348,41.00161149591348,40.57031252615686,40.65469741821289,481000,40.65469741821289
2015-12-01,40.823471424931775,41.64856425849934,40.66407613380905,41.51729965209961,813000,41.51729965209961
2015-12-02,41.67668607263528,42.004847518787784,41.10474448646247,41.292266845703125,598600,41.292266845703125
2015-12-03,41.55481864953765,41.71421399360292,40.476567178787526,40.76722717285156,451300,40.76722717285156
2015-12-04,40.82346405153324,42.05172856959339,40.720326571792576,41.85483169555664,552500,41.85483169555664
2015-12-07,41.84545159531917,42.01422134385402,41.28288457463929,41.44227981567383,413500,41.44227981567383
2015-12-08,40.879724867854335,41.179759270148544,40.37341904941548,40.973487854003906,548900,40.973487854003906
2015-12-09,40.93599162603402,41.10476146137785,39.91399810164883,40.10152053833008,465800,40.10152053833008
2015-12-10,39.97961106814231,40.80470724418348,39.78271421443549,40.33590316772461,254800,40.33590316772461
2015-12-11,39.7639684785416,40.31715752721525,38.63883778569954,38.88261795043945,610600,38.88261795043945
2015-12-14,39.098270772793676,39.49206458173997,38.15128429123622,38.695098876953125,559200,38.695098876953125
2015-12-15,39.060764466933875,39.75459623298279,39.060764466933875,39.651458740234375,387200,39.651458740234375
2015-12-16,40.1108829515288,41.07662195728735,39.72646368180104,40.90785217285156,623400,40.90785217285156
2015-12-17,41.2078858417889,41.348524941939154,40.09212966646093,40.129634857177734,632000,40.129634857177734
2015-12-18,39.95149041630523,40.214019596953456,38.83573424516657,38.94824981689453,1490200,38.94824981689453
2015-12-21,39.173281525243816,39.67959096770183,38.938879402997614,39.285797119140625,285200,39.285797119140625
2015-12-22,39.426439641471234,39.74522669824443,39.14515778589321,39.68897247314453,245800,39.68897247314453
2015-12-23,39.9890064890479,41.170391700145906,39.501449608957245,39.92337417602539,200800,39.92337417602539
2015-12-24,39.92336008776032,40.457796491888985,39.76396482903006,40.06399917602539,122200,40.06399917602539
2015-12-28,39.95148935088654,40.51405288775665,39.78271957448715,40.49530029296875,183600,40.49530029296875
2015-12-29,40.70159103392016,41.301659992938646,40.504694077372186,40.93599319458008,302100,40.93599319458008
2015-12-30,40.88909488384791,41.29226670297975,40.86096778190107,40.95472717285156,231600,40.95472717285156
2015-12-31,40.8328543240604,41.69545610670189,40.654709975447474,40.87973403930664,509800,40.87973403930664
2016-01-04,39.998389328367466,40.44844110137448,39.60459536824641,39.7921142578125,980000,39.7921142578125
2016-01-05,39.54832051067184,40.20464707136765,38.56383245797413,38.620086669921875,742000,38.620086669921875
2016-01-06,37.99190574712938,38.42320489973594,36.688630199165445,37.25119400024414,1403600,37.25119400024414
2016-01-07,36.56673612361936,36.72612787196094,34.88841583800076,35.20720291137695,1049800,35.20720291137695
2016-01-08,35.844766701194274,36.02291099963735,34.86965316123933,34.92591094970703,859700,34.92591094970703
2016-01-11,34.50398560653152,35.18843925382211,33.81953195924093,34.21332931518555,908600,34.21332931518555
2016-01-12,33.660141423564845,34.27896279568675,32.619395575748,33.59450912475586,1554500,33.59450912475586
2016-01-13,33.678899907828914,33.82892072062858,31.691170635242823,32.2349853515625,1037400,32.2349853515625
2016-01-14,32.34748429836546,33.12570085481926,31.719288494020756,32.75065612792969,1073800,32.75065612792969
2016-01-15,31.888067245746058,32.18810529144143,30.931709611234112,31.97245216369629,1499600,31.97245216369629
2016-01-19,32.44124535448135,32.68502551246173,31.184850104705248,31.400503158569336,1245000,31.400503158569336
2016-01-20,30.23786793036124,31.87868246921805,29.581541399480145,31.353620529174805,2634500,31.353620529174805
2016-01-21,31.194227674282512,31.616152112502906,29.90032725597055,29.965959548950195,1329500,29.965959548950195
2016-01-22,30.43477396459163,31.23174341188737,30.35038904844721,31.091100692749023,1067100,31.091100692749023
2016-01-25,30.93170484931014,30.969206469642327,29.740939880625078,29.815948486328125,568700,29.815948486328125
2016-01-26,29.86282725912626,30.228495743382688,29.47840796641381,29.69405746459961,1155500,29.69405746459961
2016-01-27,29.534662706238414,30.444143940464013,29.394021812925523,29.975337982177734,1149400,29.975337982177734
2016-01-28,30.181613673498088,30.37851415947084,29.4127768455842,29.497159957885742,974700,29.497159957885742
2016-01-29,29.49716569042282,30.275382545046256,29.49716569042282,30.256629943847656,951800,30.256629943847656
2016-02-01,30.237870900341147,30.912950092890267,29.76906670033586,30.56603240966797,1402600,30.56603240966797
2016-02-02,30.378510811369516,30.41601242565245,29.49715670692094,29.85344886779785,1207500,29.85344886779785
2016-02-03,29.834700750176673,29.975341660749002,28.962724600943535,29.797197341918945,1363100,29.797197341918945
2016-02-04,29.928456946886794,30.86606345664092,29.525285092568435,29.665925979614258,655600,29.665925979614258
2016-02-05,29.365892996507675,29.815944571636333,28.850209123549337,29.056482315063477,763100,29.056482315063477
2016-02-08,28.531425646884582,28.747075162899115,27.912604208023442,28.203262329101562,787200,28.203262329101562
